nom_produit,prix,categorie,note,source_file
"Autobronzant Naturel & Intense - 86% De Satisfaction Après 60 Jours, Pigments Naturels - Teint Hâlé & Lumineux Sans Soleil - Beta Carotene, Vitamines D & E - 60 Gélules - Vegan - Beyond Elements","13,90€",Cosmétique et Beauté,"3,6",clarins_amazon.csv
"LUXEOL - Sérum Epaississant Sans Rinçage - +35% D'Epaisseur Dès la 1ère Utilisation* - Efficacité Prouvée - à l'Algue Rouge, Protéine de Riz & Acide Hyaluronique - Fabriqué en France - 100 ml","29,20€",Cosmétique et Beauté,"4,0",clarins_amazon.csv
[MIZON] 7 VEGAN PEPTIDE BOOSTER SERUM (150ml) Soin Coréen - Clean girl Glass skin en 7 secondes - Réduction des pores - Peau Lisse & Repulpée - Hydratation Profonde & Anti-Âge,"20,90€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
"LE PETIT OLIVIER - Crème Jour & Nuit Anti-Âge - Huile d'Argan, Vitamine C & Acide Hyaluronique - Lisse Repulpe & Illumine - Tous Types de Peaux - 97% d'Origine Naturelle - Fabriqué en France - 50 ml","9,92€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
RoC - Multi Correxion Anti-Affaissement Firm + Lift Crème pour le Visage - Anti-Rides et Vieillissement - Anti-Âge - Effet Lifting Cosmétique - 50 ml,"39,97€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
"L’Oréal Paris – Sérum 12% Vitamine C Pure + Acide Salicylique + Vitamine E – Antioxydant & Anti-Âge – Teint irrégulier, Pores et Ridules – Flacon Anti-UV – Revitalift Clinical – 30 ml","11,09€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
Erborian - Super BB Crème au Ginseng - Soin du Visage Teinté Haute Couvrance Anti-Imperfections - Correcteur et Perfecteur de Teint - Protection Solaire SPF 20 - Cosmétique Coréen,"17,99€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"IT Cosmetics CC+ Crème, Fond de Teint Haute Couvrance SPF 50, Correcteur de Teint & Sérum Anti-Âge","41,50€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
"Masque Collagene Visage, 5 Pièces Bio Collagen Face Mask, Hydratant Anti-âge, Resserre les Pores, Améliore L'élasticité de la Peau, Masque Collagène pour Tous Types de Peau","13,29€",Cosmétique et Beauté,"4,0",clarins_amazon.csv
NIVEA - BB Crème 5 En 1 Teinte Médium - Crème Visage FPS 15 - Hydratation 24H - Réduit Imperfections & Signes De Fatigue - Huile De Jojoba Bio & Pigments Minéraux - Vegan - Tous Types De Peaux - 50 ml,"7,89€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"MIXA - Cica Baume - Crème Réparatrice Multi-Usage - Apaise & Protège - Réparation 8x Plus Rapide* - Texture Riche - Panthénol + Glycérine - Adultes, Enfants & Bébés - Peaux Sèches Irritées - 50 ml","6,35€",Cosmétique et Beauté,"4,8",clarins_amazon.csv
[MIZON] PORE FRESH PEELING TONER PAD (x60) Soin coréen - AHA + BHA + PHA - Apaise & Exfolie en douceur - Resserre les pores - Disques avec lotion Exfoliante - Convient aux Peaux sensibles,"23,00€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"Polåar - Crème Anti-âge Nuit Revitalisante Nuit Polaire aux Algues Boréales - Lisse rides et ridules, Détoxifie, Régénère - Tous types de peau - 95% Naturel, Vegan, Made in France - 50 ml","43,30€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
Erborian - Crème Teintée CC Water à la Centella Asiatica - Soin Visage Perfecteur de Peau avec Acide Hyaluronique - Texture Gel Ultra Légère et Fraîche - Soin Cosmétique Coréen,"23,90€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
L'Oréal Paris - Soin Contour des Yeux Revolumisant - Embout Double Applicateur Révolutionnaire - Résultats Anti-Âge Visibles - Concentré en Acide Hyaluronique Pur - Revitalift Filler - 15 ml,"13,88€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
La Maison des Sultans - Savon Masque Lait de Chèvre Bio et Huile d'Argan Bio - Fabriqué en France - Visage et Corps - Anti-Imperfections - Doux - 99% Naturels - 100g,"15,50€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"Biotherm, Biosource Nettoyant Moussant Visage, Adoucissant et Démaquillant, Enrichi en Biotech Plankton, Pour Peaux Sèches, 150 ml","19,16€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
MIXA - Autobronzant - Lait Corps Nourrissant Effet Soleil - Autobronzant Progressif 24H - Nutrition - Beurre de Karité & Huile d’Abricot - Corps & Visage - Peaux Mates - 250ml,,Cosmétique et Beauté,"4,4",clarins_amazon.csv
"L'Oréal Paris Démaquillant Doux Yeux & Lèvres Waterproof, 125 ml","2,95€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
"GARNIER Skin Active - Soin Visage Illuminateur - Hydrate & Illumine - Vitamine C, Glycérine, Niacinamide & Acide Salicylique - Vegan & Cruelty Free - Tous Types de Peaux - Unisexe - 120ml","10,99€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"SVR - Topialyse Baume Lavant - Nettoyant apaisant sans sulfate - Pour peaux très sèches à atopiques - Huiles de coton & coco, niacinamide, prébiotiques - 400 ml",,Cosmétique et Beauté,"4,6",clarins_amazon.csv
"Biotherm, Aquasource, Gel Hydratant Concentré, Enrichi en Plancton de Vie, Tous Types de Peau, 50 ml","22,96€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
Laboratoires de Biarritz - Lait Autobronzant - Hâle Naturel & Lumineux - Certifié Bio - Visage & Corps - Fabriqué en France - 150 ml,"19,50€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
L'Oréal Paris - Revitalift Laser X3 - Sérum Visage Anti-Âge Peau Neuve Triple Action Multi-Correction - À l'Acide Hyaluronique et au Pro-Xylane Concentré (3%) - Pour Tous Types de Peaux - 30 ml,"14,70€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
L'OCCITANE - Gel Douche Exfoliant Amande Sublime - 250 ml - Nettoie et exfolie en douceur - Fabriqué en France,"22,00€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
L'OCCITANE - Crème Ultra Riche Corps Karité Confort - Tous types de peau - Fabriqué en France,"42,00€",Cosmétique et Beauté,"4,8",clarins_amazon.csv
"Yepoda The Porefect Pad, tampons toniques exfoliants à l’eau de rose, AHA, BHA & PHA, Exfoliation douce & raffermissant les pores, tampons toniques coréens végétaliens pour tous les types de peau, 60","29,00€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
"Bi-Oil Huile de Soin Pour la Peau - Soin Spécialisé pour les Vergetures, Cicatrices, Peau Sèche et Teint Irrégulier - 1 x 60 ml","7,98€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
"L’Oréal Paris – Coffret Duo Age Perfect Renaissance Cellulaire – 1x Crème de Jour Revitalisante et 1x Midnight Sérum Anti-rides, Fermeté, Éclat – Au Complexe Antioxydant – Tous Types de Peaux","27,90€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
RoC Multi Correxion Revive + Glow Gel Cleanser – Soin Nettoyant Visage et Exfoliant | Illuminateur à la Vitamine C et Acide Glycolique | 177 ml,"15,90€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
Melvita - Eau Extraordinaire - Essence Hydra-Repulpante Source de Roses - Water Boost - Micro Acide Hyaluronique - Hydratation Intense - Peau Éclatante - 150 ml,"18,89€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
BIOTHERM - Eau Vitaminée - Parfum Femme - Fraîcheur & Parfum Agréable - Enrichie en Essences d'Agrumes - Pour Tous Types de Peau - 100 ml,"36,87€",Cosmétique et Beauté,"4,7",clarins_amazon.csv
"Laboratoires de Biarritz – La Crème de Biarritz – Hydrate & Aide à Prévenir les Premières Rides – Formule Vegan – Certifiée Bio – Visage, Cou & Décolleté – Fabriquée en France – 50 ml","20,90€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
"Elizabeth Arden, Advanced Ceramide Capsules, Sérum Quotidien Rénovateur de Jeunesse, Soin Skincare, Sérum Triple Effet Anti-Âge, Lutte contre les rides et ridules, Répare et Hydrate","37,15€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"Uriage Eau Thermale Masque de Nuit Hydratant à l'Acide Hyaluronique & Edelweiss - La Peau est Regénérée comme après 8 Heures de Sommeil - Parfum Floral, Texture Gel Fraîche - Non Comédogène - 50ml","14,89€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"LUXÉOL - Shampoing Épaississant - +35% D'Épaisseur Dès la 1ère Utilisation* - Efficacité Prouvée - à l'Algue Rouge, Protéine de Riz & Acide Hyaluronique - Sans Silicones - Fabriqué en France - 200 ml",,Cosmétique et Beauté,"4,0",clarins_amazon.csv
L'Oréal Men Expert - Soin Hydratant Anti-Fatigue 24H pour Homme - Hydrate & Illumine - Concentré en Vitamine C Pure 10% - Usage Quotidien - Hydra Energetic - Format XXL - 100 ml,"16,00€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"60 ml Bio Sérum Visage à la Vitamine C, Acide Hyaluronique Pur, Vit. E, B5 et Niacinamide. Anti-Rides, Anti-Taches, Anti-âge et Hydratant. Soin Visage Vegan & Cruelty Free.Testé Dermatologiquement","16,99€",Cosmétique et Beauté,"4,1",clarins_amazon.csv
"L'Oréal Paris - Lotion Peeling Visage Lissante et Exfoliante - Élimine les Points Noirs, Pores Dilatés & Imperfections - À l'Acide Glycolique 5% - Peeling Toner Revitalift - 180 ml","11,99€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
Erborian - Skin Hero Eye - Perfecteur Yeux Non Teinté + Soin Anti-Fatigue Anti-Cernes Revitalisant en 7 Jours - Texture Légère - Cosmétique Coréen - 10 ml,"35,00€",Cosmétique et Beauté,"4,1",clarins_amazon.csv
L'OCCITANE - Gommage Corps Riche Karité Confort - 200 ml - Exfolie et nourrit - Fabriqué en France,"34,00€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
Urgo – Patch hydrocolloïde – Micro-needling – Peaux à tendance acnéique – Collagène Niacinamide Acide hyaluronique Vitamine E – Cible et résorbe le bouton – 9 patchs – Note Yuka : 93/100*,"10,50€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"Biotherm, Collagen Fit, Crème Corps Hydratante et Raffermissante, Enrichie en Biotech Plankton, Fractions de Peptides de Collagène et Céramides, Tous Types de Peau, 200 ml","32,15€",Cosmétique et Beauté,"4,1",clarins_amazon.csv
"Elizabeth Arden, Eight Hour Cream, Baume Réparateur, Soin pour le visage hydratant, Soin Beauté de nuit Fondant, Formule Skincare Légère et Absorption Instantanée","28,55€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
La Provençale Oleo-Jeunesse - Crème Booster d'Hydratation Anti-âge Certifiée Bio - Omégas d'huile d'Olive verte & Acide hyaluronique - Tous types de peaux - Efficacité Prouvée - 50 ml,"6,99€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
Melvita - Soins Visage Anti-âge Global - Nectar Sublime - Pour une peau nourrie et plus ferme - Pour un contour du visage redessiné - Pour tous types de peau - Fabriqués en France,"42,70€",Cosmétique et Beauté,"3,9",clarins_amazon.csv
Nuxe rêve de miel baume visage ultra-réconfortant 50ml,"24,89€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
Maybelline New York - Baume Huile Hydratant - Lèvres Lissées et Brillantes - Effet Laqué - Enrichi en Acide Hyaluronique et Extrait de Cerises - Lifter Glaze - Teinte : 008 Acai Glaze,"6,98€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
Acerumen Spray Hygiene Of The Ear 40 ml,"15,91€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"d'Alba Double Sérum à la Truffe Blanche Italienne, Multi-Baume Tout-en-Un, Soin de la Peau Végétalien, Traitement 3-en-1, Baume de Traitement des Yeux en Stick, Soin Coréen pour la Peau","23,99€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"Noche y Día, Coffret Vitamine C, Soin Antioxydant et Iluminateur, Sérum Visage Concentré 30 ml, Crème Revitalisante 60 ml, Cadeau de 5 Ampoules Sérum Iluminateur AntiOx 2ml","39,90€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
"Yepoda The Porefect Pad, tampons toniques exfoliants à l’eau de rose, AHA, BHA & PHA, Exfoliation douce & raffermissant les pores, tampons toniques coréens végétaliens pour tous les types de peau, 60","29,00€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
"medicube Hidratante Facial Deep Vitamin C Golden Capsule, Cápsulas Liposomales Para Arrugas, Gel Transparente Para Una Piel Radiante Y Luminosa – 1.94 oz","17,90€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
"Mixa - Sérum Booster d'Hydratation Hyalurogel - Pour Peaux Sensibles Déshydratées - Hydratant 24h, Repulpant - À l'Acide Hyaluronique Pur, Vitamines B3 + B5 - Hypoallergénique - 30 ml",,Cosmétique et Beauté,"4,5",clarins_amazon.csv
"MÁDARA Organic Skincare | Derma Collagen Hydra-Fill Sérum Raffermissant - 30 ml, Avec Peptides Naturels Biotechnologiques, Microalgues et Acide Hyaluronique, Léger, Texture Innovante, Vegan","34,95€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"Geek & Gorgeous - C-Glow - Sérum à 15% de vitamine C + acide férulique & vitamine E, protège contre les dommages environnementaux, stimule le collagène & unifie le teint - tous les types de peau, Pack","22,90€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
Nettoyant Visage Éclat au Curcuma 100 ml - Mousse avec Brosse Intégrée - Rose Sauvage + Acide Kojique + Vitamine E - Purifie & Illumine - Peaux Mixtes à Grasses,"24,90€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"Biotherm, Aquasource Total Eye Revitalizer, Gel Yeux Effet Froid, Hydratation & Éclat, Enrichi en Caféine & Vitamine C, Tous Types de Peau, 15 ml","23,31€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
"Uriage Age Absolu Crème Anti-Rides - Rétinol, Acide Hyaluronique, Vitamine C & E - Booster Procollagène x6 - Rides, Relâchement - Volume & Hydratation - Velouté Eclat - Brevet Anti-âge Exclusif 50ml","39,33€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"Clinique Aromatics Elixir Eau De Parfum | Parfum Culte | Notes de Rose Bulgare, Ylang-Ylang, Patchouli, Jasmin + Vétiver","134,95€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
La Provençale Biophénol-Lift - Crème Correctrice Booster Fermeté Anti-Rides & Fermeté - Olive violette - Biophénols & Acide hyaluronique - Tous types de peaux - Efficacité Prouvée - 50 ml,"11,44€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"Polåar - Crème Nourrissante Visage et Zones Sensibles La Véritable Crème de Laponie aux 3 Baies Arctiques - Nourrit, Répare, Protège - Peaux Sèches, Sensibles - 95% Naturel, Made in France - 100 ml","32,50€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
"CeraVe - Baume Hydratant Corps et Visage - Peau Sèche, Très Sèche et Atopique - 48H d'Hydratation - Acide Hyaluronique + 3 Céramides - Texture Riche, Non Collante - Sans Parfum, Non Comédogène",,Cosmétique et Beauté,"4,6",clarins_amazon.csv
Mixa - Crème Anti-Taches SPF 20 à la Vitamine C et Niacinamide - Teints Ternes et Irréguliers - Éclaircissant Uniformisant - Texture Légère et Rafraîchissante - Flacon-Pompe Antioxydant - 50 ml,"8,04€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
"Uriage Age Absolu Masque de Nuit Raffermissant - Rétinol, Acide Hyaluronique, Beurre de Karité - Booster de Procollagène x6 - Rides, Relâchement - Volume & Hydratation - Brevet Anti-âge Exclusif -50ml","34,49€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
"NIVEA Cellular Expert Lift Sérum visage effet liftant 3 zones (1 x 30 ml), Soin visage anti ride concentré en Bakuchiol, pour visage, cou & décolleté","15,50€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
"M. Asam MAGIC CARE Perfect Teint Crème Correctrice (30 Ml) - Le Maquillage Transparent Fait Immédiatement Disparaître les Rides, Effet Flouteur, Affine le Dessin des Pores et Matifie, Végétalien","24,50€",Cosmétique et Beauté,"4,1",clarins_amazon.csv
RoC - Multi Correxion Revive + Glow Gel-Crème à la Vitamine C - Anti-Rides et Vieillissement - Anti-Âge - Hydratant Raffermissant - 50 ml,"36,90€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
"L'Oréal Paris - Lotion Tonique Fraîcheur - Défroissante, Défatiguante & Fortifiante - Pour une Peau Rafraîchie & Douce - Enrichie en Vitamine C & Vitamine B5 - Peaux Matures - Age Perfect - 200 ml",,Cosmétique et Beauté,"4,6",clarins_amazon.csv
Aquabella Lotion-Essence Révélatrice De Beauté 200 Ml,"15,75€",Cosmétique et Beauté,"4,6",clarins_amazon.csv
CeraVe Crème Hydratante Visage,,Cosmétique et Beauté,"4,6",clarins_amazon.csv
Nuxe crème prodigieuse boost crème éclat soyeuse multi-correction 40ml,"32,16€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
Paula's Choice SKIN RECOVERY Crème de Nuit Riche - Hydratante Visage - Nourrit les peaux très sèches - Réduit les rides - Acide Hyaluronique & Peptides - Peaux Normales à Très Sèches - 60 ml,"42,00€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
FETEN Crème Visage Homme – Crème Hydratante Anti-Rides avec Acide Hyaluronique – Effet Anti-Âge & Matifiant – Soin Visage Jour & Nuit Homme – Skincare Anti-Acné 50ml (Lot de 1),"31,90€",Cosmétique et Beauté,"3,9",clarins_amazon.csv
Paula's Choice RESIST Anti-Âge Crème de Jour SPF 30 - Crème Solaire Visage - Anti Rides & Taches Brunes - Matifie la Peau - avec Antioxidants & Vitamin E - Peaux Mixtes à Grasses - 60 ml,"46,00€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
Garnier Gmg bb creme px foncees 50ml - Le tube de 50ml,"11,99€",Cosmétique et Beauté,"4,0",clarins_amazon.csv
Vichy - LIFTACTIV H A SPF 30 Crème de Jour - Crème Visage Anti-Rides et Anti-Age Raffermissante - Formule Enrichi en Acide Hyaluronique - Correcteur Rides Et Fermeté - Tous Types de Peau,"27,75€",Cosmétique et Beauté,"4,3",clarins_amazon.csv
NOVA ENGEL Hydragenist Crema Rehidratante Iluminadora 50 ml,"35,05€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
"Paula's Choice CLINICAL Crème Contour des Yeux Céramides - Anti Agê Crème Hydratante Anti Rides & Ridules - Contour des Yeux avec Retinol, Vitamine E & C - Tous Types de Peaux - 15 ml","53,00€",Cosmétique et Beauté,"3,9",clarins_amazon.csv
Superdefense SPF 25 Gel Multi-correction Fatigue + 1ers Signes de l'Âge,"66,95€",Cosmétique et Beauté,"4,5",clarins_amazon.csv
Eau de rose biologique. Hydrolat de rose issu de l'agriculture biologique. Hydratant pour la peau. Lotion faciale anti-âge. Soins des cheveux. Anti-acné - 100 ml,"14,93€",Cosmétique et Beauté,"4,1",clarins_amazon.csv
"SVR – [COLLAGEN] Biotic – Crème Rebondissante Régénérante – Raffermit, lisse et repulpe – Pour peaux en perte d’élasticité – Collagène végétal, Vitamine C, Acide Hyaluronique, Probiotiques –50 ml","35,89€",Cosmétique et Beauté,"4,4",clarins_amazon.csv
"L'OCCITANE - Coffret Soin Visage - Huile démaquillante Immortelle Précieuse, Sérum Immortelle Reset et Crème Visage Ultra-Riche Karité - Fabriqué en France","64,00€",Cosmétique et Beauté,"4,7",clarins_amazon.csv
Tanologist Instaglow Face,"17,99€",Cosmétique et Beauté,"4,2",clarins_amazon.csv
"DIOR 5 Couleurs iviera ombre à paupières 479 Bayadere 7.4Gr pour adultes, idéal pour maquillage précis des yeux, teinte travaillée","63,92€",Cosmétique et Beauté,,dior_amazon.csv
"Parfum Collection Privée, Bois De BLACK EDITION, Bois N1 d'Argent INTENSE Homme/Femme, Parfum 50ml Pour Cadeau, Parfum de Marque, Idée Cadeau Pas Chère, Black Edition (1 parfum BOIS Black Edition)","25,99€",Cosmétique et Beauté,"4,0",dior_amazon.csv
Omerta - Express Sensualite Energy Parfum,"10,00€",Cosmétique et Beauté,"4,0",dior_amazon.csv
Christian Dior visionnaire: 1947-1957,"35,00€",Cosmétique et Beauté,"5,0",dior_amazon.csv
"PAUL & JOE 'SAKURA COLLECTION' Base De Maquillage Étincelante S 002, 15ml","17,00€",Cosmétique et Beauté,,dior_amazon.csv
"The ICON by Antonio Banderas Eau de Perfume for Men - Long Lasting - Virile, Elegant, Trendy and Sexy Scent - Wood, Amber, and Sandalwood Notes - Ideal for Special Events - 100ml","24,45€",Cosmétique et Beauté,"4,3",dior_amazon.csv
Valencia Eau de Parfum pour Femme Love Rose,"15,00€",Cosmétique et Beauté,,dior_amazon.csv
